,code,lat,lon,name,city,state,country,woeid,tz,phone,type,email,url,runway_length,elev,icao,direct_flights,carriers
3560,YFB,63.7514,-68.5353,Iqaluit Airport,Iqaluit,Nunavut,Canada,12511707,America/Toronto,0,Airports,BLANK,BLANK,8200.0,110.0,CYFB,12,3
3561,YFC,45.873,-66.5296,Fredericton Airport,Fredericton,New Brunswick,Canada,12511671,America/Halifax,0,Airports,BLANK,BLANK,6000.0,67.0,CYFC,4,2
3562,YFH,51.5466,-87.9859,Fort Hope Airport,Marathon,Ontario,Canada,12524118,America/Toronto,0,Airports,BLANK,BLANK,3500.0,905.0,CYFH,4,2
3563,YFJ,64.1904,-114.183,Snare Lake,Snare Lake,Northwest Territories,Canada,29374024,America/Edmonton,0,Airports,BLANK,BLANK,,,BLANK,1,1
3564,YFO,54.7483,-101.83,Flin Flon Airport,Flin Flon,Manitoba,Canada,12511657,America/Winnipeg,0,Airports,BLANK,BLANK,5000.0,997.0,CYFO,3,2
3565,YFS,61.7556,-121.238,Fort Simpson Airport,Hay River,Northwest Territories,Canada,12511667,America/Edmonton,0,Airports,BLANK,BLANK,6000.0,554.0,CYFS,2,2
3566,YFX,52.3598,-55.6684,Fox Harbour Aerodrome,St. Anthony,Newfoundland and Labrador,Canada,12524121,America/St_Johns,0,Harbours,BLANK,BLANK,2200.0,77.0,BLANK,2,1
3567,YGB,49.6942,-124.516,Gillies Bay Airport,Gibsons,British Columbia,Canada,12511870,America/Vancouver,0,Airports,BLANK,BLANK,2500.0,300.0,CYGB,1,1
3568,YGG,48.85,-123.5,Ganges Harbor Airport,Saltspring Island,British Columbia,Canada,12524124,America/Vancouver,0,Harbours,BLANK,BLANK,,,BLANK,1,1
3569,YGH,66.2653,-128.617,Fort Good Hope Airport,Hay River,Northwest Territories,Canada,12524125,America/Edmonton,0,Airports,BLANK,BLANK,3000.0,215.0,CYGH,3,2
3570,YGJ,35.4943,133.237,Yonago Airport,Sakaiminato-shi,Tottori Prefecture,Japan,12513987,Asia/Tokyo,0,Airports,BLANK,BLANK,4920.0,20.0,BLANK,3,3
3571,YGK,44.2333,-76.5833,Kingston Airport,Kingston,Ontario,Canada,12511717,America/Toronto,0,Airports,BLANK,http://www.cityofkingston.ca/residents/transportation/airport/in,5000.0,305.0,CYGK,1,1
3572,YGL,53.6256,-77.705,La Grande Riviere Airport,Chisasibi,Quebec,Canada,12511720,America/Toronto,0,Airports,BLANK,BLANK,6500.0,638.0,CYGL,4,2
3573,YGO,54.55,-94.4833,Gods Lake Narrows Airport,Nelson House,Manitoba,Canada,12524127,America/Winnipeg,0,Airports,BLANK,BLANK,2280.0,620.0,CYGO,4,1
3574,YGP,48.7782,-64.4738,Gaspe Airport,Gaspé,Quebec,Canada,12511674,America/Toronto,0,Airports,BLANK,BLANK,,,CYGP,2,1
3575,YGR,47.42,-61.7743,Iles de la Madeleine Airport,Fatima,Quebec,Canada,12511701,America/Halifax,0,Airports,BLANK,BLANK,3725.0,34.0,CYGR,5,2
3576,YGT,69.3674,-81.8254,Igloolik Airport,Iqaluit,Nunavut,Canada,12524129,America/Toronto,0,Airports,BLANK,BLANK,3700.0,174.0,CYGT,4,3
3577,YGV,50.2811,-63.6111,Harve-St-Pierre Airport,Havre St Pierre,Quebec,Canada,12511691,America/Goose_Bay,0,Other Airport,BLANK,BLANK,4000.0,108.0,CYGV,2,1
3578,YGW,55.2825,-77.7583,Kuujjuarapik Airport,Chisasibi,Quebec,Canada,12524130,America/Toronto,0,Airports,BLANK,BLANK,5000.0,60.0,CYGW,7,2
3579,YGX,56.35,-94.7167,Gillam Airport,Nelson House,Manitoba,Canada,12524131,America/Winnipeg,0,Railway Stations,BLANK,BLANK,5000.0,475.0,CYGX,4,2
3580,YGZ,76.425,-82.9458,Grise Fiord Airport,Iqaluit,Nunavut,Canada,12524133,America/Toronto,0,Airports,BLANK,BLANK,2000.0,146.0,CYGZ,1,1
3581,YHA,52.5333,-56.3,Port Hope Simpson Aerodrome,St. Anthony,Newfoundland and Labrador,Canada,12524134,America/St_Johns,0,Airports,BLANK,BLANK,2500.0,353.0,BLANK,2,1
3582,YHB,52.8208,-102.324,Hudson Bay Airport,Melfort,Saskatchewan,Canada,12511698,America/Regina,0,Railway Stations,BLANK,BLANK,5000.0,1175.0,BLANK,2,1
3583,YHD,49.8284,-92.7465,Dryden Regional Airport,Dryden,Ontario,Canada,12511643,America/Winnipeg,0,Airports,BLANK,BLANK,6000.0,1354.0,CYHD,3,1
3584,YHG,52.7667,-56.1,Charlottetown Airport,St. Anthony,Newfoundland and Labrador,Canada,12523297,America/St_Johns,0,Airports,BLANK,BLANK,2500.0,165.0,BLANK,2,1
3585,YHI,70.7766,-117.831,Holman Airport,Holman,BLANK,Canada,12524137,America/Resolute,0,Airports,BLANK,BLANK,4300.0,117.0,CYHI,2,2
3586,YHK,68.6337,-95.8561,Gjoa Haven Airport,Cambridge Bay,Nunavut,Canada,12524138,America/Edmonton,0,Airports,BLANK,BLANK,4400.0,150.0,CYHK,4,2
3587,YHM,43.1632,-79.9266,Hamilton Airport,Beamsville,Ontario,Canada,12511688,America/Toronto,(905) 679-1999,Airports,BLANK,http://www.flyhi.ca,8000.0,780.0,CYHM,15,4
3588,YHO,55.4667,-60.2167,Hopedale Airport,Happy Valley-Goose Bay,Newfoundland and Labrador,Canada,12524139,America/Goose_Bay,0,Airports,BLANK,BLANK,,,CYHO,3,2
3589,YHP,52.0801,-94.3094,Poplar Hill Airport,Casummit Lake,Ontario,Canada,12524140,America/Winnipeg,0,Airports,BLANK,BLANK,,,BLANK,2,1
3590,YHR,50.5013,-59.4799,Harrington Harbour Airport,Havre-St-Pierre,Quebec,Canada,12524141,America/Halifax,0,Airports,BLANK,BLANK,4500.0,30.0,CYHR,5,1
3591,YHS,49.4735,-123.747,Sechelt Water Aerodrome,Gibsons,British Columbia,Canada,12524142,America/Vancouver,604-885-9017,Airports,BLANK,BLANK,2400.0,250.0,BLANK,2,1
3592,YHU,45.5087,-73.4302,Montreal St Hubert Airport,St-Hubert,Quebec,Canada,12511759,America/Toronto,0,Other Airport,BLANK,BLANK,7840.0,90.0,CYHU,4,1
3593,YHY,60.8392,-115.781,Hay River Airport,Hay River,Northwest Territories,Canada,12511692,America/Edmonton,0,Airports,BLANK,BLANK,6000.0,543.0,CYHY,2,2
3594,YHZ,44.8868,-63.5154,Halifax International Airport,Fall River,Nova Scotia,Canada,12511686,America/Halifax,0,Airports,BLANK,http://www.hiaa.ca,8800.0,477.0,CYHZ,41,23
3595,YIF,51.2117,-58.6592,Pakuashipi Airport,Havre-St-Pierre,Quebec,Canada,12511844,America/Halifax,0,Airports,BLANK,BLANK,3900.0,15.0,CYIF,3,1
3596,YIH,30.9007,111.06,China,Yichang,Hubei,China,23424781,Asia/Shanghai,0,Airports,BLANK,BLANK,,,BLANK,10,8
3597,YIK,62.4137,-77.9323,Ivujivik Airport,Chisasibi,Quebec,Canada,12524146,America/Toronto,0,Airports,BLANK,BLANK,,139.0,CYIK,2,1
3598,YIN,43.9375,81.3029,Yining,Yining,Xinjiang,China,23424781,Asia/Urumqi,0,Airports,BLANK,BLANK,,,BLANK,2,1
3599,YIO,72.6806,-77.9981,Pond Inlet Airport,Iqaluit,Nunavut,Canada,12524147,America/Toronto,0,Airports,BLANK,BLANK,4000.0,188.0,CYIO,4,3
3600,YIP,42.2385,-83.5467,Willow Run Airport,Ypsilanti,Michigan,United States,12522472,America/New_York,0,Other Airport,BLANK,BLANK,7522.0,716.0,KYIP,1,1
3601,YIV,53.859,-94.6296,Island Lake-Garden Hill Airport,Nelson House,Manitoba,Canada,12524148,America/Winnipeg,0,Airports,BLANK,BLANK,4000.0,776.0,CYIV,2,1
3602,YIW,0.688365,129.154,BLANK,Yiwu,Zhejiang,China,2132647,Asia/Shanghai,0,Airports,BLANK,BLANK,,,BLANK,7,3
3603,YJT,48.5456,-58.5626,Stephenville International Airport,Stephenville,Newfoundland and Labrador,Canada,12511856,America/St_Johns,0,Airports,BLANK,BLANK,10000.0,84.0,CYJT,2,2
3604,YKA,50.7054,-120.442,Kamloops Airport,Kamloops,British Columbia,Canada,12511710,America/Vancouver,0,Airports,BLANK,BLANK,6000.0,1134.0,CYKA,6,5
3605,YKF,43.45,-80.4833,Kitchener Airport,Kitchener,Ontario,Canada,12524154,America/Toronto,0,Airports,BLANK,http://www.waterlooairport.ca/,5200.0,1040.0,CYKF,5,5
3606,YKG,60.0199,-69.9964,Kangirsuk Airport,Chisasibi,Quebec,Canada,12524155,America/Toronto,0,Airports,BLANK,BLANK,,,BLANK,3,1
3607,YKL,54.8056,-66.8067,Schefferville Airport,Chisasibi,Quebec,Canada,12511828,America/Iqaluit,0,Airports,BLANK,BLANK,5000.0,1712.0,CYKL,4,1
3608,YKM,46.5703,-120.54,Yakima Air Terminal,Yakima,Washington,United States,12522526,America/Los_Angeles,0,Airports,BLANK,BLANK,7603.0,1095.0,KYKM,2,7
3609,YKQ,51.485,-78.7483,Waskaganish Airport,Chisasibi,Quebec,Canada,12524158,America/Toronto,0,Airports,BLANK,BLANK,3500.0,,CYKQ,5,1
3610,YKS,62.0953,129.767,Yakutsk Airport,Yakutsk,Sakha,Russia,12517227,Asia/Yakutsk,0,Airports,BLANK,BLANK,1155.0,322.0,BLANK,21,7
3611,YKT,52.5995,-128.529,Klemtu Water Aerodrome,Masset,British Columbia,Canada,12524159,America/Vancouver,0,Airports,BLANK,BLANK,,,BLANK,1,1
3612,YKU,53.8167,-79.0,Chisasibi Aerodrome,Chisasibi,Quebec,Canada,12524160,America/Toronto,0,Airports,BLANK,BLANK,4000.0,22.0,BLANK,4,1
3613,YLC,62.85,-69.8833,Lake Harbour Airport,Iqaluit,Nunavut,Canada,12524162,America/Toronto,0,Airports,BLANK,BLANK,1700.0,200.0,CYLC,1,1
3614,YLE,63.15,-117.267,Lac la Martre Aerodrome,Hay River,Northwest Territories,Canada,12524163,America/Edmonton,0,Airports,BLANK,BLANK,2200.0,890.0,BLANK,1,1
3615,YLH,52.2069,-87.9102,Lansdowne House Airport,Marathon,Ontario,Canada,12524165,America/Toronto,0,Airports,BLANK,BLANK,3500.0,822.0,CYLH,2,2
3616,YLL,53.3122,-110.073,Lloydminster Airport,Vegreville,Alberta,Canada,12511734,America/Edmonton,0,Airports,BLANK,BLANK,5577.0,2194.0,CYLL,1,1
3617,YLQ,47.4149,-72.7872,La Tuque Airport,La Tuque,Quebec,Canada,12511724,America/Toronto,0,Railway Stations,BLANK,BLANK,6000.0,548.0,BLANK,2,1
3618,YLW,49.9509,-119.382,Kelowna International Airport,Kelowna,British Columbia,Canada,12511712,America/Vancouver,(250) 765-5125,Airports,BLANK,www.ylw.aero,5350.0,1128.0,CYLW,9,7
3619,YMH,52.3,-55.8333,Mary's Harbour Airport,St. Anthony,Newfoundland and Labrador,Canada,12524173,America/St_Johns,0,Airports,BLANK,BLANK,,,CYMH,2,1
3620,YMM,56.6512,-111.246,Fort Mcmurray Airport,Fort Chipewyan,Alberta,Canada,12511665,America/Edmonton,780 791-2448,Airports,BLANK,http://www.fortmcmurrayairport.com/,6000.0,1211.0,CYMM,4,3
3621,YMN,55.0872,-59.1714,Makkovik Airport,Happy Valley-Goose Bay,Newfoundland and Labrador,Canada,12524175,America/Goose_Bay,0,Airports,BLANK,BLANK,2500.0,234.0,BLANK,3,2
3622,YMO,51.2855,-80.6131,Moosonee Airport,Winisk,Ontario,Canada,12511762,America/Toronto,0,Airports,BLANK,BLANK,4000.0,26.0,CYMO,3,1
3623,YMT,49.7793,-74.5295,Aéroport de Chapais-Chibougamau,Métabetchouan,Quebec,Canada,12511612,America/Toronto,0,Airports,BLANK,BLANK,3850.0,1318.0,CYMT,3,2
3624,YMX,45.6667,-74.03,Mirabel International Airport,Mirabel,Quebec,Canada,12511753,America/Toronto,0,Airports,BLANK,BLANK,12000.0,270.0,CYMX,3,2
3625,YMY,45.4825,-73.5486,Downtown Rail Station,Montreal,Quebec,Canada,12524177,America/Toronto,0,Railway Stations,BLANK,BLANK,,,BLANK,4,2
3626,YNA,50.1903,-61.79,Natashquan Airport,Havre-St-Pierre,Quebec,Canada,12511769,America/Toronto,0,Airports,BLANK,BLANK,4000.0,35.0,CYNA,4,1
3627,YNB,24.145,38.0636,Yenbo Airport,Yanbu al Bahr,Al Madinah,Saudi Arabia,12517379,Asia/Riyadh,0,Airports,BLANK,BLANK,10531.0,26.0,OEYN,2,2
3628,YNC,52.9972,-78.8333,Wemindji Airport,Chisasibi,Quebec,Canada,12524178,America/Toronto,0,Airports,BLANK,BLANK,2300.0,30.0,CYNC,2,1
3629,YND,45.5179,-75.5618,Ottawa Gatineau Airport,Gatineau,Ontario,Canada,12511778,America/Toronto,(819)-663-0737,Other Airport,infos@ego-airport.ca,http://www.ego-airport.ca,6000.0,192.0,BLANK,1,1
3630,YNE,53.9833,-97.8,Norway House Airport,Nelson House,Manitoba,Canada,12524179,America/Winnipeg,0,Airports,BLANK,BLANK,3940.0,730.0,CYNE,2,1
3631,YNG,41.2576,-80.6648,Youngstown-Warren Regional Airport,Vienna,Ohio,United States,12522541,America/New_York,0,Airports,BLANK,BLANK,7492.0,1196.0,KYNG,1,1
3632,YNJ,42.65,129.5,Yanji,Yanji,吉林省,China,12712349,Asia/Shanghai,0,Airports,BLANK,BLANK,,,BLANK,6,7
3633,YNO,52.4953,-92.8807,North Spirit Lake Airport,Casummit Lake,Ontario,Canada,12524184,America/Winnipeg,0,Airports,BLANK,BLANK,,,BLANK,2,1
3634,YNP,62.3587,-96.5821,BLANK,Natuashish,BLANK,Canada,23424775,America/Resolute,0,Airports,BLANK,BLANK,2500.0,26.0,BLANK,2,2
3635,YNS,51.6896,-76.1421,Nemiscau Airport,Chisasibi,Quebec,Canada,12524186,America/Toronto,0,Airports,BLANK,BLANK,,,BLANK,2,1
3636,YNT,37.55,121.333,Yantai Airport,Yantai,Shandong,China,12523272,Asia/Shanghai,0,Airports,BLANK,BLANK,,,BLANK,20,9
3637,YNY,38.0481,128.656,Yang Yang International Airport,Sonyang-Myeon,Kangwon-Do,South Korea,28808959,Asia/Seoul,0,Airports,BLANK,BLANK,,,BLANK,1,1
3638,YNZ,33.3856,120.125,BLANK,Yancheng,Jiangsu,China,2137091,Asia/Shanghai,0,Airports,BLANK,BLANK,,,BLANK,4,2
3639,YOC,67.5734,-139.849,Old Crow Airport,Dawson,Yukon Territory,Canada,12524187,America/Vancouver,0,Airports,BLANK,BLANK,5000.0,824.0,CYOC,3,1
3640,YOG,51.6291,-85.954,Ogoki Aerodrome,Marathon,Ontario,Canada,12524189,America/Toronto,0,Airports,BLANK,BLANK,2000.0,602.0,BLANK,1,1
3641,YOH,54.9357,-95.2757,Oxford House Airport,Nelson House,Manitoba,Canada,12524190,America/Winnipeg,0,Airports,BLANK,BLANK,3000.0,672.0,CYOH,2,1
3642,YOJ,58.6137,-117.163,High Level Airport,Brownvale,Alberta,Canada,12511694,America/Edmonton,0,Airports,BLANK,BLANK,5000.0,1110.0,CYOJ,2,1
3643,YOO,43.9263,-78.8959,Oshawa Airport,Oshawa,Ontario,Canada,12511777,America/Toronto,0,Airports,BLANK,BLANK,3476.0,458.0,CYOO,5,1
3644,YOP,58.4906,-119.402,Rainbow Lake Airport,Brownvale,Alberta,Canada,12511807,America/Edmonton,0,Airports,BLANK,BLANK,4500.0,1759.0,CYOP,2,1
3645,YOW,45.3248,-75.6666,Ottawa International Airport,Ottawa,Ontario,Canada,12511779,America/Toronto,(613) 248-2000,Airports,BLANK,http://www.ottawa-airport.ca,10000.0,374.0,CYOW,43,32
3646,YPB,49.2618,-124.836,Port Alberni Airport,Lake Cowichan,British Columbia,Canada,12524192,America/Vancouver,0,Airports,BLANK,BLANK,2100.0,8.0,BLANK,1,1
3647,YPC,69.3499,-124.085,Paulatuk Airport,Hay River,Northwest Territories,Canada,12524250,America/Edmonton,0,Airports,BLANK,BLANK,3200.0,50.0,CYPC,2,1
3648,YPE,56.2314,-117.448,Peace River Airport,Brownvale,Alberta,Canada,12511783,America/Edmonton,0,Airports,BLANK,BLANK,5000.0,1873.0,CYPE,1,1
3649,YPH,58.4575,-78.1327,Inukjuak Airport,Chisasibi,Quebec,Canada,12524196,America/Toronto,0,Airports,BLANK,BLANK,2000.0,9.0,CYPH,3,1
3650,YPJ,58.8566,-69.3528,Aupaluk Airport,Chisasibi,Quebec,Canada,12524198,America/Toronto,0,Airports,BLANK,BLANK,,,BLANK,3,1
3651,YPL,51.4503,-90.2155,Pickle Lake Airport,Casummit Lake,Ontario,Canada,12511790,America/Toronto,0,Airports,BLANK,BLANK,4500.0,1267.0,CYPL,6,1
3652,YPM,51.8117,-93.9886,Pikangikum Airport,Casummit Lake,Ontario,Canada,12524199,America/Winnipeg,0,Airports,BLANK,BLANK,3500.0,1114.0,CYPM,5,1
3653,YPO,54.9906,-85.4393,Peawanuck Airport,Winisk,Ontario,Canada,12524200,America/Toronto,0,Airports,BLANK,BLANK,3500.0,174.0,CYPO,1,1
3654,YPR,54.292,-130.446,Prince Rupert Airport,Prince Rupert,British Columbia,Canada,12511802,America/Vancouver,0,Airports,BLANK,BLANK,6000.0,111.0,CYPR,2,2
3655,YPW,49.8369,-124.496,Powell River Airport,Powell River,British Columbia,Canada,12511799,America/Vancouver,0,Airports,BLANK,BLANK,3760.0,425.0,CYPW,1,1
3656,YPX,59.8141,-77.2512,Povungnituk Airport,Chisasibi,Quebec,Canada,12524203,America/Toronto,0,Airports,BLANK,BLANK,2800.0,48.0,CYPX,6,1
3657,YPZ,54.2526,-125.773,Burns Lake Airport,Smithers,British Columbia,Canada,12511591,America/Vancouver,0,Railway Stations,BLANK,BLANK,5000.0,2340.0,BLANK,2,1
3658,YQB,46.791,-71.3837,Quebec Airport,Ste-Foy,Quebec,Canada,12511805,America/Toronto,0,Airports,BLANK,BLANK,9000.0,243.0,CYQB,22,16
3659,YQC,61.0495,-69.6207,Quaqtaq Airport,Chisasibi,Quebec,Canada,12524204,America/Toronto,0,Airports,BLANK,BLANK,,,BLANK,2,1
3660,YQD,53.8234,-101.205,The Pas Airport,The Pas,Manitoba,Canada,12511871,America/Winnipeg,0,Airports,BLANK,BLANK,,,CYQD,2,2
3661,YQF,52.1786,-113.883,Red Deer Regional Airport,Sylvan Lake,Alberta,Canada,12511809,America/Edmonton,0,Other Airport,BLANK,BLANK,5528.0,2968.0,CYQF,2,1
3662,YQG,42.2657,-82.9602,Windsor Airport,Windsor,Ontario,Canada,12511916,America/Toronto,0,Airports,BLANK,BLANK,7900.0,622.0,CYQG,1,1
3663,YQK,49.7893,-94.3676,Kenora Airport,Kenora,Ontario,Canada,12511713,America/Winnipeg,0,Airports,BLANK,BLANK,6000.0,1342.0,CYQK,4,1
3664,YQL,49.6344,-112.787,Lethbridge Airport,Pincher,Alberta,Canada,12511730,America/Edmonton,0,Airports,BLANK,http://www.lethbridgecountyairport.com/,6500.0,3047.0,CYQL,1,1
3665,YQM,46.1166,-64.6883,Greater Moncton International Airport,Moncton,New Brunswick,Canada,12511754,America/Halifax,(506) 856-5455,Airports,BLANK,http://www.gmia.ca,8000.0,232.0,CYQM,7,6
3666,YQN,50.1667,-86.7,Nakina Airport,Marathon,Ontario,Canada,12524206,America/Toronto,0,Railway Stations,BLANK,BLANK,3800.0,1050.0,CYQN,2,1
3667,YQQ,49.7083,-124.897,Comox Airport,Comox,British Columbia,Canada,12511624,America/Vancouver,0,Airports,BLANK,BLANK,10000.0,80.0,CYQQ,5,5
3668,YQR,50.4345,-104.655,Regina Airport,Regina,Saskatchewan,Canada,23388227,America/Regina,+1 306 761 7555,Airports,BLANK,http://www.yqr.ca,7900.0,1894.0,CYQR,8,4
3669,YQT,48.3718,-89.3118,Thunder Bay International Airport,Thunder Bay,Ontario,Canada,12511875,America/Toronto,0,Airports,BLANK,BLANK,,,CYQT,11,8
3670,YQU,55.1787,-118.872,Grande Prairie Airport,Brownvale,Alberta,Canada,12511684,America/Edmonton,0,Airports,BLANK,BLANK,6500.0,2195.0,CYQU,2,2
3671,YQX,48.9465,-54.5802,Gander International Airport,Gander,Newfoundland and Labrador,Canada,12511673,America/St_Johns,0,Airports,BLANK,BLANK,10500.0,496.0,CYQX,3,2
3672,YQY,46.1675,-60.0473,Sydney Airport,Sydney,Nova Scotia,Canada,12511865,America/Halifax,0,Airports,BLANK,BLANK,7070.0,203.0,CYQY,4,3
3673,YQZ,53.0275,-122.507,Quesnel Airport,Quesnel,British Columbia,Canada,12511806,America/Vancouver,0,Airports,BLANK,BLANK,5500.0,1789.0,CYQZ,2,2
3674,YRA,64.1111,-117.353,Rae Lakes Aerodrome,Hay River,Northwest Territories,Canada,12524207,America/Edmonton,0,Airports,BLANK,BLANK,2800.0,700.0,CYRA,1,1
3675,YRB,74.7167,-94.9667,Resolute Airport,Iqaluit,Nunavut,Canada,12523273,America/Winnipeg,0,Airports,BLANK,BLANK,6500.0,221.0,CYRB,4,2
3676,YRF,53.7084,-57.0014,Cartwright Airport,St. Anthony,Newfoundland and Labrador,Canada,12524210,America/Goose_Bay,0,Airports,BLANK,BLANK,3500.0,153.0,BLANK,2,1
3677,YRG,54.2102,-58.4141,Rigolet Aerodrome,Happy Valley-Goose Bay,Newfoundland and Labrador,Canada,12524211,America/Goose_Bay,0,Airports,BLANK,BLANK,2500.0,180.0,BLANK,2,2
3678,YRJ,48.52,-72.2661,Roberval Airport,Roberval,Quebec,Canada,12511816,America/Toronto,0,Airports,BLANK,BLANK,5000.0,586.0,CYRJ,2,2
3679,YRL,51.0683,-93.8015,Red Lake Airport,Casummit Lake,Ontario,Canada,12511811,America/Winnipeg,0,Airports,BLANK,BLANK,4000.0,1257.0,CYRL,7,2
3680,YRS,54.1623,-93.5887,Red Sucker Lake Airport,Nelson House,Manitoba,Canada,12524214,America/Winnipeg,0,Airports,BLANK,BLANK,3000.0,729.0,CYRS,1,1
3681,YRT,62.8042,-92.1026,Rankin Inlet Airport,Chesterfield Inlet,Nunavut,Canada,12524215,America/Winnipeg,0,Airports,BLANK,BLANK,5000.0,106.0,CYRT,11,5
3682,YSB,46.6229,-80.7953,Sudbury Airport,Garson,Ontario,Canada,12511859,America/Toronto,0,Airports,BLANK,BLANK,6600.0,1140.0,CYSB,6,2
3683,YSG,62.4009,-110.693,Snowdrift Aerodrome,Hay River,Northwest Territories,Canada,12524218,America/Edmonton,0,Airports,BLANK,BLANK,2240.0,575.0,BLANK,1,1
3684,YSH,44.9289,-75.9706,Smiths Falls Montague Township Russ Beach Airpor,Smiths Falls,Ontario,Canada,12511834,America/Montreal,0,Railway Stations,BLANK,BLANK,3000.0,416.0,CYSH,2,1
3685,YSJ,45.3294,-65.8903,Saint John Airport,St. John,New Brunswick,Canada,12511822,America/Halifax,0,Airports,BLANK,BLANK,7000.0,356.0,CYSJ,4,3
3686,YSK,56.2385,-78.8122,Sanikiluaq Airport,Iqaluit,Nunavut,Canada,12524220,America/Iqaluit,0,Airports,BLANK,BLANK,3800.0,107.0,CYSK,1,1
3687,YSM,60.0208,-111.963,Fort Smith Airport,Hay River,Northwest Territories,Canada,12511668,America/Edmonton,0,Airports,BLANK,BLANK,6000.0,666.0,CYSM,2,1
3688,YSO,54.9119,-59.7708,Postville Aerodrome,Happy Valley-Goose Bay,Newfoundland and Labrador,Canada,12524221,America/Goose_Bay,0,Airports,BLANK,BLANK,2500.0,193.0,BLANK,3,2
3689,YSR,72.9833,-84.6333,Nanisivik Airport,Iqaluit,Nunavut,Canada,12523274,America/Toronto,0,Airports,BLANK,BLANK,6400.0,2098.0,CYSR,2,1
3690,YST,20.9417,95.9181,Shante Airport,Meiktila,Mandalay,Myanmar,12510935,Asia/Rangoon,0,Airports,BLANK,BLANK,3000.0,773.0,CYST,1,1
3691,YSY,72.0,-125.267,Sachs Harbour Airport,Hay River,Nunavut,Canada,12523262,America/Inuvik,0,Airports,BLANK,BLANK,4000.0,281.0,CYSY,1,1
3692,YTD,55.3167,-97.7,Thicket Portage Airport,Nelson House,Manitoba,Canada,12524225,America/Winnipeg,0,Railway Stations,BLANK,BLANK,,,CZLQ,2,1
3693,YTE,64.2228,-76.5337,Cape Dorset Airport,Iqaluit,Nunavut,Canada,12524226,America/Toronto,0,Airports,BLANK,BLANK,4000.0,158.0,CYTE,3,4
3694,YTF,48.55,-71.65,Alma,Alma,Quebec,Canada,12511566,America/Toronto,0,Airports,BLANK,BLANK,4300.0,445.0,CYTF,2,1
3695,YTH,55.7999,-97.8598,Thompson Airport,Nelson House,Manitoba,Canada,12511873,America/Winnipeg,0,Airports,BLANK,BLANK,,,CYTH,16,4
3696,YTL,53.7767,-89.9697,Big Trout Lake Airport,Casummit Lake,Ontario,Canada,12524229,America/Winnipeg,0,Airports,BLANK,BLANK,3300.0,740.0,CYTL,7,1
3697,YTM,46.25,-74.5833,La Macaza,Mont Tremblant,Quebec,Canada,23707674,America/Montreal,0,Airports,BLANK,BLANK,,,BLANK,1,1
3698,YTQ,53.6833,-69.9333,Tasiujuaq Airport,Chisasibi,Quebec,Canada,12524231,America/Toronto,0,Airports,BLANK,BLANK,,,CYTQ,2,1
3699,YTS,48.5655,-81.3718,Timmins Airport,South Porcupine,Ontario,Canada,12511877,America/Toronto,0,Airports,BLANK,BLANK,,,CYTS,4,3
3700,YTZ,43.6321,-79.3962,Toronto City Centre Airport,Toronto,Ontario,Canada,12511882,America/Toronto,0,Airports,BLANK,BLANK,,,CYTZ,5,1
3701,YUB,69.4335,-133.02,Tuktoyaktuk Airport,Hay River,Northwest Territories,Canada,12524233,America/Edmonton,0,Airports,BLANK,BLANK,,,CYUB,1,1
3702,YUD,56.4835,-76.4426,Umiujaq Airport,Chisasibi,Quebec,Canada,12524234,America/Toronto,0,Airports,BLANK,BLANK,,,BLANK,2,1
3703,YUL,45.4562,-73.7473,Aéroport International Pierre-Elliott-Trudeau d,Dorval,Quebec,Canada,12511638,America/Toronto,514 394 7377,Airports,BLANK,http://www.admtl.com,11000.0,117.0,CYUL,104,57
3704,YUM,32.6685,-114.599,Yuma International Airport,Yuma,Arizona,United States,12522544,America/Phoenix,0,Airports,BLANK,BLANK,13299.0,213.0,KYUM,2,2
3705,YUT,66.5333,-86.25,Repulse Bay Airport,Chesterfield Inlet,Nunavut,Canada,12524241,America/Winnipeg,0,Airports,BLANK,BLANK,3400.0,80.0,CYUT,3,2
3706,YUX,68.7804,-81.2429,Hall Beach Airport,Iqaluit,Nunavut,Canada,12524245,America/Toronto,0,Airports,BLANK,BLANK,5400.0,27.0,CYUX,2,2
3707,YUY,48.2135,-78.8287,Rouyn Noranda Airport,Évain,Quebec,Canada,12511819,America/Toronto,0,Airports,BLANK,BLANK,7500.0,988.0,CYUY,3,3
3708,YVA,-11.7075,43.2342,Moroni Iconi Airport,Moroni,Grande Comore,Comoros,12512358,Indian/Comoro,0,Other Airport,BLANK,BLANK,4445.0,33.0,BLANK,1,1
3709,YVB,48.0717,-65.4614,Bonaventure Airport,Percé,Quebec,Canada,12511580,America/Toronto,0,Airports,BLANK,BLANK,6000.0,120.0,CYVB,4,2
3710,YVM,67.5412,-63.9855,Broughton Island Airport,Iqaluit,Nunavut,Canada,12524254,America/Toronto,0,Airports,BLANK,BLANK,3475.0,15.0,CYVM,1,3
3711,YVO,48.0623,-77.7896,Val d'or Airport,Val-d'or,Quebec,Canada,12511891,America/Toronto,0,Airports,BLANK,BLANK,,,CYVO,4,3
